model,year,transmission,mileage,fuelType,tax,mpg,engineSize,brand,price
Z3,1999,Manual,49000,Petrol,270,35.3,1.9,BMW,3950
A3,2003,Automatic,101000,Diesel,240,44.5,1.9,Audi,1490
A3,2007,Manual,104000,Diesel,145,53.3,1.9,Audi,2795
A3,2008,Manual,92500,Diesel,150,53.3,1.9,Audi,3450
A3,2009,Manual,152034,Diesel,150,55.4,1.9,Audi,2490
X3,2020,Semi-Auto,101,Hybrid,135,5.5,2,BMW,52910
X3,2020,Semi-Auto,1385,Hybrid,135,5.5,2,BMW,47000
X3,2020,Semi-Auto,2000,Hybrid,135,5.5,2,BMW,53995
X3,2020,Semi-Auto,2137,Hybrid,135,5.5,2,BMW,54990
X3,2020,Semi-Auto,3245,Hybrid,140,5.5,2,BMW,42990
'3 Series',2019,Semi-Auto,8680,Hybrid,135,8.8,2,BMW,33999
'5 Series',2000,Manual,99209,Petrol,265,29.4,2,BMW,1699
A6,2013,Manual,49000,Diesel,325,29.7,2,Audi,12495
X3,2018,Automatic,13200,Petrol,150,30.4,2,BMW,28950
X3,2018,Semi-Auto,15000,Petrol,145,30.4,2,BMW,26995
X3,2019,Semi-Auto,1107,Petrol,145,30.4,2,BMW,32995
X3,2019,Automatic,2483,Petrol,145,30.4,2,BMW,34000
X3,2019,Semi-Auto,2498,Petrol,145,30.4,2,BMW,31995
X3,2019,Automatic,2682,Petrol,145,30.4,2,BMW,30900
X3,2019,Semi-Auto,2973,Petrol,145,30.4,2,BMW,34222
X3,2019,Automatic,3252,Petrol,150,30.4,2,BMW,35000
X3,2019,Semi-Auto,3633,Petrol,145,30.4,2,BMW,33790
X3,2019,Semi-Auto,3986,Petrol,145,30.4,2,BMW,35995
X3,2019,Automatic,4078,Petrol,145,30.4,2,BMW,35900
X3,2019,Semi-Auto,4169,Petrol,145,30.4,2,BMW,35215
X3,2019,Semi-Auto,4238,Petrol,145,30.4,2,BMW,31940
X3,2019,Automatic,4250,Petrol,145,30.4,2,BMW,32850
X3,2019,Semi-Auto,4899,Petrol,145,30.4,2,BMW,31995
X3,2019,Semi-Auto,4953,Petrol,145,30.4,2,BMW,32950
X3,2019,Automatic,4997,Petrol,145,30.4,2,BMW,32226
X3,2019,Automatic,5822,Petrol,145,30.4,2,BMW,30480
X3,2019,Semi-Auto,5904,Petrol,145,30.4,2,BMW,35995
X3,2019,Semi-Auto,6000,Petrol,145,30.4,2,BMW,34882
X3,2019,Semi-Auto,6724,Petrol,150,30.4,2,BMW,31800
X3,2019,Automatic,6797,Petrol,145,30.4,2,BMW,30000
X3,2019,Semi-Auto,6981,Petrol,145,30.4,2,BMW,31000
X3,2019,Semi-Auto,7161,Petrol,145,30.4,2,BMW,31903
X3,2019,Semi-Auto,7289,Petrol,150,30.4,2,BMW,34551
X3,2019,Automatic,7345,Petrol,145,30.4,2,BMW,31276
X3,2019,Semi-Auto,7646,Petrol,150,30.4,2,BMW,34991
X3,2019,Semi-Auto,8438,Petrol,145,30.4,2,BMW,31500
X3,2019,Semi-Auto,8524,Petrol,145,30.4,2,BMW,31683
X3,2019,Semi-Auto,8829,Petrol,145,30.4,2,BMW,34995
X3,2019,Automatic,9641,Petrol,145,30.4,2,BMW,33450
X3,2019,Semi-Auto,9719,Petrol,145,30.4,2,BMW,34995
X3,2019,Semi-Auto,13191,Petrol,145,30.4,2,BMW,31400
X3,2019,Semi-Auto,13563,Petrol,145,30.4,2,BMW,30395
X3,2019,Semi-Auto,14260,Petrol,145,30.4,2,BMW,30850
X3,2019,Semi-Auto,14594,Petrol,145,30.4,2,BMW,31190
X3,2019,Semi-Auto,17173,Petrol,145,30.4,2,BMW,31200
X3,2019,Semi-Auto,17355,Petrol,145,30.4,2,BMW,31000
X3,2019,Semi-Auto,17647,Petrol,145,30.4,2,BMW,30200
X3,2019,Semi-Auto,18720,Petrol,145,30.4,2,BMW,31000
X3,2019,Semi-Auto,19915,Petrol,145,30.4,2,BMW,30200
X3,2019,Semi-Auto,20423,Petrol,145,30.4,2,BMW,30990
X3,2019,Semi-Auto,20792,Petrol,145,30.4,2,BMW,30190
Q5,2020,Semi-Auto,10,Petrol,145,30.7,2,Audi,47895
Q3,2019,Semi-Auto,2263,Petrol,150,30.7,2,Audi,37000
Q3,2019,Automatic,3225,Petrol,145,30.7,2,Audi,34950
Q3,2019,Semi-Auto,3362,Petrol,145,30.7,2,Audi,37201
Q3,2019,Automatic,4432,Petrol,145,30.7,2,Audi,37888
Q3,2019,Semi-Auto,4444,Petrol,145,30.7,2,Audi,35896
Q3,2019,Automatic,4800,Petrol,145,30.7,2,Audi,34950
Q3,2019,Semi-Auto,5454,Petrol,145,30.7,2,Audi,38995
Q3,2019,Automatic,6698,Petrol,145,30.7,2,Audi,35866
Q3,2019,Automatic,7040,Petrol,145,30.7,2,Audi,35444
Q3,2019,Semi-Auto,7561,Petrol,145,30.7,2,Audi,39990
Q3,2019,Automatic,9750,Petrol,145,30.7,2,Audi,37490
Q3,2020,Automatic,1500,Petrol,145,30.7,2,Audi,39888
Q3,2020,Semi-Auto,2000,Petrol,145,30.7,2,Audi,38000
Q3,2020,Semi-Auto,2500,Petrol,145,30.7,2,Audi,37888
Q3,2020,Semi-Auto,2553,Petrol,145,30.7,2,Audi,37888
Q3,2020,Semi-Auto,3000,Petrol,145,30.7,2,Audi,39995
Q3,2020,Semi-Auto,3815,Petrol,145,30.7,2,Audi,38330
Q3,2020,Semi-Auto,6000,Petrol,145,30.7,2,Audi,37888
Q3,2020,Automatic,285,Petrol,145,30.7,2,Audi,37888
Q3,2020,Automatic,1330,Petrol,145,30.7,2,Audi,36790
Q3,2020,Automatic,1500,Petrol,145,30.7,2,Audi,37888
Q3,2020,Automatic,1500,Petrol,145,30.7,2,Audi,37990
Q3,2020,Automatic,1500,Petrol,145,30.7,2,Audi,38888
A3,2007,Manual,73000,Petrol,325,31,2,Audi,8488
Q3,2019,Automatic,500,Petrol,145,31,2,Audi,40990
Q3,2019,Semi-Auto,3009,Petrol,145,31,2,Audi,39990
Q3,2019,Automatic,5000,Petrol,150,31,2,Audi,39490
Q3,2019,Semi-Auto,5476,Petrol,145,31,2,Audi,38990
Q3,2020,Semi-Auto,1487,Petrol,150,31,2,Audi,43990
Q3,2020,Semi-Auto,1765,Petrol,145,31,2,Audi,39888
Q3,2020,Semi-Auto,4000,Petrol,145,31,2,Audi,41500
Q3,2020,Automatic,1500,Petrol,145,31,2,Audi,41888
X3,2019,Semi-Auto,11,Petrol,145,31.4,2,BMW,31995
Q3,2019,Automatic,1000,Petrol,145,31.4,2,Audi,39945
Q3,2019,Semi-Auto,1500,Petrol,145,31.4,2,Audi,31996
Q3,2019,Semi-Auto,1845,Petrol,145,31.4,2,Audi,30990
Q3,2019,Semi-Auto,1962,Petrol,145,31.4,2,Audi,32970
Q3,2019,Automatic,2590,Petrol,145,31.4,2,Audi,33888
Q3,2019,Semi-Auto,4000,Petrol,145,31.4,2,Audi,32444
Q3,2019,Automatic,4432,Petrol,145,31.4,2,Audi,32500
Q3,2019,Automatic,4432,Petrol,145,31.4,2,Audi,32500
Q3,2019,Automatic,4432,Petrol,145,31.4,2,Audi,32888
Q3,2019,Automatic,4500,Petrol,145,31.4,2,Audi,31990
Q3,2019,Automatic,4590,Petrol,145,31.4,2,Audi,31990
Q3,2019,Automatic,6000,Petrol,145,31.4,2,Audi,32467
Q3,2019,Automatic,6000,Petrol,145,31.4,2,Audi,37990
Q3,2019,Semi-Auto,6000,Petrol,145,31.4,2,Audi,34990
Q3,2019,Semi-Auto,7120,Petrol,145,31.4,2,Audi,39990
Q3,2019,Automatic,9029,Petrol,145,31.4,2,Audi,40995
Q3,2019,Automatic,4000,Petrol,145,31.4,2,Audi,32000
Q3,2020,Semi-Auto,425,Petrol,145,31.4,2,Audi,33444
Q3,2020,Semi-Auto,475,Petrol,145,31.4,2,Audi,33444
Q3,2020,Automatic,1000,Petrol,145,31.4,2,Audi,34000
Q3,2020,Semi-Auto,1445,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,33444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,33444
Q3,2020,Semi-Auto,1904,Petrol,145,31.4,2,Audi,33444
Q3,2020,Semi-Auto,2015,Petrol,150,31.4,2,Audi,32970
Q3,2020,Semi-Auto,2500,Petrol,145,31.4,2,Audi,34750
Q3,2020,Semi-Auto,2649,Petrol,145,31.4,2,Audi,31990
Q3,2020,Automatic,2700,Petrol,145,31.4,2,Audi,32444
Q3,2020,Semi-Auto,3000,Petrol,145,31.4,2,Audi,36000
Q3,2020,Semi-Auto,3999,Petrol,145,31.4,2,Audi,32500
Q3,2020,Semi-Auto,4432,Petrol,145,31.4,2,Audi,32444
Q3,2020,Semi-Auto,4432,Petrol,145,31.4,2,Audi,32444
Q3,2020,Semi-Auto,4432,Petrol,145,31.4,2,Audi,33881
Q3,2020,Semi-Auto,4500,Petrol,145,31.4,2,Audi,34000
Q3,2020,Semi-Auto,4846,Petrol,145,31.4,2,Audi,33444
Q3,2020,Semi-Auto,5000,Petrol,145,31.4,2,Audi,35990
Q3,2020,Semi-Auto,9985,Petrol,145,31.4,2,Audi,30990
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32000
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,32444
Q3,2020,Automatic,1500,Petrol,145,31.4,2,Audi,33444
Q2,2019,Semi-Auto,2100,Petrol,145,31.4,2,Audi,31490
Q3,2019,Automatic,593,Petrol,145,31.7,2,Audi,31950
Q3,2019,Semi-Auto,1844,Petrol,145,31.7,2,Audi,32950
Q3,2019,Automatic,2473,Petrol,145,31.7,2,Audi,29990
Q3,2019,Automatic,2796,Petrol,150,31.7,2,Audi,32000
Q3,2019,Automatic,3086,Petrol,150,31.7,2,Audi,34000
Q3,2019,Semi-Auto,3109,Petrol,150,31.7,2,Audi,31400
Q3,2019,Automatic,3300,Petrol,145,31.7,2,Audi,32990
Q3,2019,Semi-Auto,3300,Petrol,145,31.7,2,Audi,32990
Q3,2019,Semi-Auto,4000,Petrol,145,31.7,2,Audi,34995
Q3,2019,Semi-Auto,4750,Petrol,145,31.7,2,Audi,33950
Q3,2019,Automatic,4815,Petrol,145,31.7,2,Audi,31000
Q3,2019,Semi-Auto,5572,Petrol,145,31.7,2,Audi,30950
Q3,2019,Automatic,5746,Petrol,150,31.7,2,Audi,30000
Q3,2019,Semi-Auto,6119,Petrol,150,31.7,2,Audi,30790
Q3,2019,Semi-Auto,6521,Petrol,145,31.7,2,Audi,30790
Q3,2019,Semi-Auto,7021,Petrol,150,31.7,2,Audi,33400
Q3,2019,Automatic,7753,Petrol,145,31.7,2,Audi,31490
Q3,2019,Semi-Auto,7805,Petrol,145,31.7,2,Audi,29990
Q3,2019,Semi-Auto,7841,Petrol,150,31.7,2,Audi,37434
Q3,2019,Semi-Auto,8761,Petrol,145,31.7,2,Audi,30450
Q3,2019,Semi-Auto,9455,Petrol,145,31.7,2,Audi,29890
Q3,2019,Automatic,10292,Petrol,145,31.7,2,Audi,29850
Q3,2019,Semi-Auto,10400,Petrol,145,31.7,2,Audi,29990
Q3,2019,Semi-Auto,10594,Petrol,145,31.7,2,Audi,29490
Q3,2019,Automatic,11020,Petrol,145,31.7,2,Audi,29950
Q3,2019,Semi-Auto,11754,Petrol,145,31.7,2,Audi,29980
Q3,2019,Semi-Auto,12244,Petrol,145,31.7,2,Audi,30450
Q3,2019,Semi-Auto,12460,Petrol,145,31.7,2,Audi,27995
Q3,2019,Automatic,12664,Petrol,150,31.7,2,Audi,29300
Q3,2019,Automatic,13031,Petrol,150,31.7,2,Audi,29300
Q3,2019,Semi-Auto,13433,Petrol,145,31.7,2,Audi,30543
Q3,2019,Automatic,14061,Petrol,145,31.7,2,Audi,29000
Q3,2019,Automatic,14385,Petrol,145,31.7,2,Audi,28445
Q3,2019,Semi-Auto,14401,Petrol,145,31.7,2,Audi,29950
Q3,2019,Automatic,14430,Petrol,150,31.7,2,Audi,29000
Q3,2019,Automatic,14437,Petrol,150,31.7,2,Audi,29490
Q3,2019,Semi-Auto,14481,Petrol,145,31.7,2,Audi,28490
Q3,2019,Semi-Auto,14768,Petrol,145,31.7,2,Audi,28970
Q3,2019,Semi-Auto,15039,Petrol,145,31.7,2,Audi,29890
Q3,2019,Automatic,15484,Petrol,145,31.7,2,Audi,29990
Q3,2019,Semi-Auto,15648,Petrol,145,31.7,2,Audi,29850
Q3,2019,Automatic,16001,Petrol,145,31.7,2,Audi,29000
Q3,2019,Automatic,16363,Petrol,150,31.7,2,Audi,28900
Q3,2020,Semi-Auto,1766,Petrol,145,31.7,2,Audi,34210
Q3,2020,Semi-Auto,3500,Petrol,145,31.7,2,Audi,40000
Q5,2019,Semi-Auto,10,Petrol,145,32.1,2,Audi,35498
Q5,2019,Semi-Auto,15,Petrol,145,32.1,2,Audi,35698
Q5,2019,Semi-Auto,19,Petrol,150,32.1,2,Audi,34998
Q5,2019,Semi-Auto,21,Petrol,145,32.1,2,Audi,34498
Q5,2019,Semi-Auto,21,Petrol,145,32.1,2,Audi,34998
Q5,2019,Semi-Auto,21,Petrol,145,32.1,2,Audi,35498
Q5,2019,Automatic,26,Petrol,145,32.1,2,Audi,39900
Q5,2019,Semi-Auto,28,Petrol,145,32.1,2,Audi,35998
Q5,2019,Semi-Auto,35,Petrol,145,32.1,2,Audi,34998
Q5,2019,Semi-Auto,44,Petrol,145,32.1,2,Audi,34998
Q5,2019,Semi-Auto,50,Petrol,145,32.1,2,Audi,34698
Q5,2019,Semi-Auto,85,Petrol,145,32.1,2,Audi,34998
Q5,2019,Automatic,126,Petrol,150,32.1,2,Audi,38500
Q5,2019,Automatic,200,Petrol,150,32.1,2,Audi,38000
Q5,2019,Automatic,250,Petrol,150,32.1,2,Audi,37000
Q5,2019,Automatic,1200,Petrol,145,32.1,2,Audi,38991
Q5,2019,Automatic,2000,Petrol,145,32.1,2,Audi,40991
Q5,2019,Semi-Auto,2910,Petrol,145,32.1,2,Audi,38990
Q5,2019,Automatic,3000,Petrol,145,32.1,2,Audi,34990
Q5,2019,Automatic,3000,Petrol,145,32.1,2,Audi,37000
Q5,2019,Semi-Auto,3143,Petrol,145,32.1,2,Audi,36845
Q5,2019,Semi-Auto,3249,Petrol,145,32.1,2,Audi,35295
Q5,2019,Semi-Auto,3361,Petrol,145,32.1,2,Audi,37844
Q5,2019,Semi-Auto,3525,Petrol,145,32.1,2,Audi,44033
Q5,2019,Semi-Auto,4293,Petrol,145,32.1,2,Audi,37966
Q5,2019,Semi-Auto,4322,Petrol,150,32.1,2,Audi,38450
Q5,2019,Semi-Auto,4433,Petrol,145,32.1,2,Audi,38000
Q5,2019,Semi-Auto,4647,Petrol,145,32.1,2,Audi,41000
Q5,2019,Semi-Auto,4888,Petrol,145,32.1,2,Audi,37440
Q5,2019,Automatic,5000,Petrol,145,32.1,2,Audi,34490
Q5,2019,Automatic,5000,Petrol,145,32.1,2,Audi,34990
Q5,2019,Semi-Auto,5092,Petrol,145,32.1,2,Audi,36990
Q5,2019,Semi-Auto,5152,Petrol,145,32.1,2,Audi,35945
Q5,2019,Automatic,5689,Petrol,150,32.1,2,Audi,36650
Q5,2019,Automatic,6000,Petrol,145,32.1,2,Audi,35490
Q5,2019,Automatic,6000,Petrol,145,32.1,2,Audi,36438
Q5,2019,Automatic,6000,Petrol,145,32.1,2,Audi,39990
Q5,2019,Semi-Auto,6000,Petrol,145,32.1,2,Audi,36900
Q5,2019,Semi-Auto,6000,Petrol,145,32.1,2,Audi,38990
Q5,2019,Semi-Auto,6000,Petrol,145,32.1,2,Audi,38990
Q5,2019,Semi-Auto,6000,Petrol,145,32.1,2,Audi,39990
Q5,2019,Semi-Auto,6255,Petrol,145,32.1,2,Audi,35490
Q5,2019,Automatic,6447,Petrol,145,32.1,2,Audi,33800
Q5,2019,Semi-Auto,6612,Petrol,145,32.1,2,Audi,36990
Q5,2019,Automatic,6665,Petrol,145,32.1,2,Audi,37490
Q5,2019,Semi-Auto,6941,Petrol,145,32.1,2,Audi,36990
Q5,2019,Semi-Auto,7533,Petrol,145,32.1,2,Audi,35245
Q5,2019,Semi-Auto,8186,Petrol,145,32.1,2,Audi,34990
Q5,2019,Semi-Auto,8186,Petrol,145,32.1,2,Audi,35990
Q5,2019,Semi-Auto,9598,Petrol,145,32.1,2,Audi,36450
Q5,2019,Automatic,9788,Petrol,145,32.1,2,Audi,35850
Q5,2019,Semi-Auto,11000,Petrol,145,32.1,2,Audi,35495
Q5,2019,Automatic,11113,Petrol,145,32.1,2,Audi,33630
Q5,2020,Semi-Auto,10,Petrol,145,32.1,2,Audi,37985
Q5,2020,Automatic,1436,Petrol,145,32.1,2,Audi,37000
Q5,2020,Automatic,1481,Petrol,145,32.1,2,Audi,38000
Q5,2020,Automatic,1500,Petrol,145,32.1,2,Audi,39888
Q5,2020,Semi-Auto,1501,Petrol,145,32.1,2,Audi,39990
Q5,2020,Semi-Auto,2000,Petrol,145,32.1,2,Audi,36995
Q5,2020,Automatic,2500,Petrol,145,32.1,2,Audi,38500
Q5,2020,Automatic,3000,Petrol,145,32.1,2,Audi,37444
Q5,2020,Automatic,3121,Petrol,145,32.1,2,Audi,37000
Q5,2020,Semi-Auto,3500,Petrol,145,32.1,2,Audi,41000
Q5,2020,Semi-Auto,4000,Petrol,145,32.1,2,Audi,37000
Q5,2020,Semi-Auto,4000,Petrol,145,32.1,2,Audi,37444
Q5,2020,Semi-Auto,4000,Petrol,145,32.1,2,Audi,38500
Q5,2020,Semi-Auto,4186,Petrol,145,32.1,2,Audi,36888
Q5,2020,Semi-Auto,4343,Petrol,145,32.1,2,Audi,37888
Q5,2020,Semi-Auto,5000,Petrol,145,32.1,2,Audi,39495
Q5,2020,Semi-Auto,5000,Petrol,145,32.1,2,Audi,40990
Q5,2020,Semi-Auto,6000,Petrol,145,32.1,2,Audi,38695
Q5,2020,Semi-Auto,6000,Petrol,145,32.1,2,Audi,39990
Q5,2020,Semi-Auto,6500,Petrol,145,32.1,2,Audi,36000
Q5,2020,Automatic,7511,Petrol,145,32.1,2,Audi,37495
Q5,2020,Automatic,1500,Petrol,145,32.1,2,Audi,38444
Q3,2019,Automatic,1000,Petrol,145,32.1,2,Audi,32950
Q3,2019,Semi-Auto,1335,Petrol,145,32.1,2,Audi,38990
Q3,2019,Semi-Auto,1500,Petrol,145,32.1,2,Audi,37995
Q3,2019,Semi-Auto,2000,Petrol,145,32.1,2,Audi,38950
Q3,2019,Semi-Auto,2451,Petrol,150,32.1,2,Audi,29950
Q3,2019,Automatic,2743,Petrol,145,32.1,2,Audi,32990
Q3,2019,Semi-Auto,2743,Petrol,145,32.1,2,Audi,32490
Q3,2019,Automatic,3000,Petrol,145,32.1,2,Audi,38990
Q3,2019,Automatic,3000,Petrol,145,32.1,2,Audi,40995
Q3,2019,Semi-Auto,3000,Petrol,145,32.1,2,Audi,37450
Q3,2019,Semi-Auto,3669,Petrol,145,32.1,2,Audi,32750
Q3,2019,Automatic,4000,Petrol,145,32.1,2,Audi,35750
Q3,2019,Automatic,4303,Petrol,145,32.1,2,Audi,31200
Q3,2019,Automatic,4392,Petrol,145,32.1,2,Audi,35995
Q3,2019,Semi-Auto,4436,Petrol,150,32.1,2,Audi,38995
Q3,2019,Semi-Auto,4536,Petrol,145,32.1,2,Audi,34750
Q3,2019,Semi-Auto,4740,Petrol,145,32.1,2,Audi,31990
Q3,2019,Semi-Auto,5000,Petrol,145,32.1,2,Audi,31990
Q3,2019,Semi-Auto,5000,Petrol,145,32.1,2,Audi,36990
Q3,2019,Automatic,5282,Petrol,145,32.1,2,Audi,37295
Q3,2019,Automatic,5342,Petrol,145,32.1,2,Audi,37400
Q3,2019,Semi-Auto,5737,Petrol,145,32.1,2,Audi,32990
Q3,2019,Automatic,6000,Petrol,145,32.1,2,Audi,38990
Q3,2019,Semi-Auto,6022,Petrol,145,32.1,2,Audi,32888
Q3,2019,Semi-Auto,6100,Petrol,145,32.1,2,Audi,31950
Q3,2019,Automatic,7126,Petrol,145,32.1,2,Audi,34995
Q3,2019,Automatic,7199,Petrol,145,32.1,2,Audi,34990
Q3,2019,Semi-Auto,7199,Petrol,145,32.1,2,Audi,33490
Q3,2019,Automatic,8590,Petrol,145,32.1,2,Audi,36900
Q3,2019,Semi-Auto,9500,Petrol,145,32.1,2,Audi,29990
Q3,2019,Automatic,9589,Petrol,145,32.1,2,Audi,31516
Q3,2019,Automatic,14060,Petrol,145,32.1,2,Audi,30490
Q3,2019,Automatic,1365,Petrol,150,32.5,2,Audi,30000
Q3,2019,Semi-Auto,4435,Petrol,145,32.5,2,Audi,28995
Q3,2019,Semi-Auto,5034,Petrol,145,32.5,2,Audi,29500
Q3,2019,Automatic,5689,Petrol,145,32.5,2,Audi,30000
Q3,2019,Semi-Auto,6045,Petrol,145,32.5,2,Audi,27990
Q3,2019,Semi-Auto,6366,Petrol,145,32.5,2,Audi,28900
Q3,2019,Semi-Auto,6607,Petrol,145,32.5,2,Audi,29000
Q3,2019,Automatic,7732,Petrol,145,32.5,2,Audi,28730
Q3,2020,Semi-Auto,3500,Petrol,145,32.5,2,Audi,32799
Q3,2020,Automatic,4000,Petrol,145,32.5,2,Audi,32000
Q3,2020,Automatic,1500,Petrol,145,32.5,2,Audi,29944
Q2,2020,Automatic,10,Petrol,145,32.5,2,Audi,34990
Q2,2020,Semi-Auto,820,Petrol,145,32.5,2,Audi,33000
Q2,2020,Semi-Auto,1934,Petrol,145,32.5,2,Audi,35495
Q2,2020,Semi-Auto,4433,Petrol,150,32.5,2,Audi,34251
Q2,2020,Semi-Auto,5900,Petrol,150,32.5,2,Audi,40000
A3,2019,Semi-Auto,256,Petrol,150,33.2,2,Audi,33500
A3,2019,Semi-Auto,262,Petrol,150,33.2,2,Audi,33990
A3,2019,Semi-Auto,318,Petrol,150,33.2,2,Audi,32490
A3,2019,Semi-Auto,2000,Petrol,145,33.2,2,Audi,34000
A3,2019,Semi-Auto,3653,Petrol,145,33.2,2,Audi,32890
A3,2019,Semi-Auto,4000,Petrol,145,33.2,2,Audi,33000
A3,2019,Automatic,6000,Petrol,145,33.2,2,Audi,33490
A3,2019,Automatic,6000,Petrol,145,33.2,2,Audi,33990
A3,2019,Automatic,9784,Petrol,145,33.2,2,Audi,33500
A4,2007,Manual,138649,Diesel,325,33.2,2,Audi,3495
Q5,2009,Automatic,66500,Petrol,300,33.2,2,Audi,12950
Q5,2010,Automatic,54800,Petrol,300,33.2,2,Audi,11995
Q5,2011,Automatic,59986,Petrol,300,33.2,2,Audi,13999
Q5,2019,Semi-Auto,10,Petrol,145,33.2,2,Audi,31998
Q5,2019,Semi-Auto,19,Petrol,145,33.2,2,Audi,30998
Q5,2019,Semi-Auto,21,Petrol,145,33.2,2,Audi,31998
Q5,2019,Semi-Auto,28,Petrol,145,33.2,2,Audi,31498
Q5,2019,Semi-Auto,30,Petrol,145,33.2,2,Audi,31998
Q5,2019,Semi-Auto,31,Petrol,145,33.2,2,Audi,30998
Q5,2019,Semi-Auto,65,Petrol,150,33.2,2,Audi,31998
Q5,2019,Semi-Auto,74,Petrol,145,33.2,2,Audi,31698
Q5,2019,Semi-Auto,100,Petrol,145,33.2,2,Audi,31998
Q5,2019,Semi-Auto,100,Petrol,145,33.2,2,Audi,31998
Q5,2019,Semi-Auto,250,Petrol,150,33.2,2,Audi,31998
Q5,2019,Automatic,2025,Petrol,145,33.2,2,Audi,32998
Q5,2019,Automatic,3552,Petrol,145,33.2,2,Audi,35990
Q5,2019,Semi-Auto,3795,Petrol,145,33.2,2,Audi,32243
Q5,2019,Semi-Auto,5336,Petrol,145,33.2,2,Audi,35500
Q5,2020,Semi-Auto,310,Petrol,150,33.2,2,Audi,33450
Q2,2019,Automatic,10,Petrol,145,33.2,2,Audi,30990
Q2,2019,Automatic,10,Petrol,145,33.2,2,Audi,31990
Q2,2019,Automatic,100,Petrol,145,33.2,2,Audi,29000
Q2,2019,Automatic,1000,Petrol,145,33.2,2,Audi,30500
Q2,2019,Semi-Auto,1462,Petrol,145,33.2,2,Audi,31000
Q2,2019,Automatic,2000,Petrol,145,33.2,2,Audi,28000
Q2,2019,Automatic,2381,Petrol,145,33.2,2,Audi,28990
Q2,2019,Semi-Auto,2611,Petrol,145,33.2,2,Audi,29790
Q2,2019,Semi-Auto,2631,Petrol,145,33.2,2,Audi,29500
Q2,2019,Automatic,2879,Petrol,145,33.2,2,Audi,28400
Q2,2019,Automatic,2901,Petrol,145,33.2,2,Audi,28990
Q2,2019,Automatic,3000,Petrol,145,33.2,2,Audi,29000
Q2,2019,Semi-Auto,3000,Petrol,145,33.2,2,Audi,30990
Q2,2019,Semi-Auto,3000,Petrol,145,33.2,2,Audi,32000
Q2,2019,Semi-Auto,3059,Petrol,145,33.2,2,Audi,30000
Q2,2019,Semi-Auto,3350,Petrol,145,33.2,2,Audi,30495
Q2,2019,Semi-Auto,3404,Petrol,145,33.2,2,Audi,28888
Q2,2019,Semi-Auto,3481,Petrol,150,33.2,2,Audi,31888
Q2,2019,Automatic,3694,Petrol,145,33.2,2,Audi,29900
Q2,2019,Semi-Auto,3772,Petrol,145,33.2,2,Audi,26995
Q2,2019,Automatic,3883,Petrol,145,33.2,2,Audi,32990
Q2,2019,Semi-Auto,3934,Petrol,145,33.2,2,Audi,31500
Q2,2019,Automatic,4000,Petrol,145,33.2,2,Audi,28000
Q2,2019,Automatic,4000,Petrol,145,33.2,2,Audi,31995
Q2,2019,Semi-Auto,4000,Petrol,145,33.2,2,Audi,29995
Q2,2019,Automatic,4155,Petrol,145,33.2,2,Audi,27950
Q2,2019,Semi-Auto,4201,Petrol,145,33.2,2,Audi,28888
Q2,2019,Semi-Auto,4256,Petrol,145,33.2,2,Audi,26700
Q2,2019,Semi-Auto,4264,Petrol,145,33.2,2,Audi,31000
Q2,2019,Automatic,4284,Petrol,150,33.2,2,Audi,28990
Q2,2019,Automatic,4360,Petrol,145,33.2,2,Audi,28800
Q2,2019,Automatic,4515,Petrol,145,33.2,2,Audi,26970
Q2,2019,Semi-Auto,4750,Petrol,145,33.2,2,Audi,29950
Q2,2019,Automatic,4826,Petrol,145,33.2,2,Audi,33990
Q2,2019,Semi-Auto,5000,Petrol,145,33.2,2,Audi,28495
Q2,2019,Semi-Auto,5105,Petrol,145,33.2,2,Audi,30075
Q2,2019,Automatic,5113,Petrol,145,33.2,2,Audi,29990
Q2,2019,Automatic,5123,Petrol,145,33.2,2,Audi,29566
Q2,2019,Automatic,5204,Petrol,145,33.2,2,Audi,30950
Q2,2019,Semi-Auto,5446,Petrol,145,33.2,2,Audi,31270
Q2,2019,Automatic,5605,Petrol,145,33.2,2,Audi,28856
Q2,2019,Semi-Auto,5872,Petrol,145,33.2,2,Audi,27870
Q2,2019,Automatic,6000,Petrol,145,33.2,2,Audi,32990
Q2,2019,Semi-Auto,6000,Petrol,145,33.2,2,Audi,27895
Q2,2019,Semi-Auto,6005,Petrol,145,33.2,2,Audi,28900
Q2,2019,Automatic,6042,Petrol,145,33.2,2,Audi,29950
Q2,2019,Automatic,6093,Petrol,145,33.2,2,Audi,28945
Q2,2019,Semi-Auto,6257,Petrol,145,33.2,2,Audi,30755
Q2,2019,Automatic,6826,Petrol,145,33.2,2,Audi,28490
Q2,2019,Semi-Auto,7000,Petrol,145,33.2,2,Audi,29750
